date,price,yield
2010-12-27,1254.955,1.0183774193548387
2010-12-23,1256.32,1.0184548387096775
2010-12-22,1257.165,1.0184741935483872
2010-12-21,1252.625,1.0184935483870967
2010-12-20,1245.855,1.0185129032258065
2010-12-17,1242.84,1.0185709677419355
2010-12-16,1238.3,1.0185903225806452
2010-12-15,1239.13,1.018609677419355
2010-12-14,1242.38,1.0186290322580644
2010-12-13,1243.5349999999999,1.0186483870967742
2010-12-10,1236.49,1.0187064516129032
2010-12-09,1230.78,1.018725806451613
2010-12-08,1224.2150000000001,1.0187451612903227
2010-12-07,1229.15,1.0187645161290322
2010-12-06,1223.2350000000001,1.018783870967742
2010-12-03,1221.195,1.018841935483871
2010-12-02,1214.35,1.0188612903225807
2010-12-01,1197.105,1.0188806451612904
2010-11-30,1180.77,1.0189
2010-11-29,1181.99,1.01891
2010-11-26,1190.545,1.01894
2010-11-24,1191.1599999999999,1.01896
2010-11-23,1184.71,1.01897
2010-11-22,1191.76,1.01898
2010-11-19,1194.705,1.01901
2010-11-18,1192.02,1.01902
2010-11-17,1179.69,1.01903
2010-11-16,1183.895,1.01904
2010-11-15,1202.29,1.01905
2010-11-12,1202.29,1.01908
2010-11-11,1209.97,1.01909
2010-11-10,1211.54,1.0191
2010-11-09,1217.8899999999999,1.01911
2010-11-08,1221.06,1.01912
2010-11-05,1223.685,1.01915
2010-11-04,1209.795,1.01916
2010-11-03,1190.9299999999998,1.01917
2010-11-02,1191.87,1.01918
2010-11-01,1186.73,1.01919
2010-10-29,1182.58,1.0192451612903226
2010-10-28,1183.315,1.0192677419354839
2010-10-27,1177.77,1.0192903225806451
2010-10-26,1182.415,1.0193129032258064
2010-10-25,1190.44,1.0193354838709678
2010-10-22,1181.46,1.0194032258064516
2010-10-21,1180.3000000000002,1.0194258064516128
2010-10-20,1174.8400000000001,1.019448387096774
2010-10-19,1169.1750000000002,1.0194709677419356
2010-10-18,1180.04,1.0194935483870968
2010-10-15,1174.1599999999999,1.0195612903225806
2010-10-14,1172.8000000000002,1.0195838709677418
2010-10-13,1177.85,1.0196064516129033
2010-10-12,1164.145,1.0196290322580646
2010-10-11,1165.35,1.0196516129032258
2010-10-08,1161.655,1.0197193548387096
2010-10-07,1157.6399999999999,1.019741935483871
2010-10-06,1158.59,1.0197645161290323
2010-10-05,1151.72,1.0197870967741935
2010-10-04,1140.0149999999999,1.0198096774193548
2010-10-01,1144.8600000000001,1.0198774193548388
2010-09-30,1146.62,1.0199
2010-09-29,1144.4450000000002,1.01992
2010-09-28,1141.045,1.01994
2010-09-27,1145.96,1.01996
2010-09-24,1140.295,1.02002
2010-09-23,1129.78,1.02004
2010-09-22,1137.98,1.02006
2010-09-21,1142.405,1.02008
2010-09-20,1135.715,1.0201
2010-09-17,1126.95,1.02016
2010-09-16,1122.16,1.02018
2010-09-15,1120.545,1.0202
2010-09-14,1121.4699999999998,1.02022
2010-09-13,1118.625,1.02024
2010-09-10,1107.4,1.0203
2010-09-09,1105.71,1.02032
2010-09-08,1097.81,1.02034
2010-09-07,1096.875,1.02036
2010-09-03,1099.355,1.02044
2010-09-02,1085.245,1.02046
2010-09-01,1065.51,1.02048
2010-08-31,1048.0100000000002,1.0205
2010-08-30,1056.595,1.0205
2010-08-27,1052.455,1.0205
2010-08-26,1053.4250000000002,1.0205
2010-08-25,1049.605,1.0205
2010-08-24,1054.94,1.0205
2010-08-23,1074.33,1.0205
2010-08-20,1069.77,1.0205
2010-08-19,1081.5500000000002,1.0205
2010-08-18,1092.7649999999999,1.0205
2010-08-17,1090.65,1.0205
2010-08-16,1076.0549999999998,1.0205
2010-08-13,1082.625,1.0205
2010-08-12,1081.705,1.0205
2010-08-11,1102.72,1.0205
2010-08-10,1119.37,1.0205
2010-08-09,1125.075,1.0205
2010-08-06,1115.115,1.0205
2010-08-05,1122.685,1.0205
2010-08-04,1124.105,1.0205
2010-08-03,1121.1,1.0205
2010-08-02,1117.415,1.0205
2010-07-30,1097.225,1.0204935483870967
2010-07-29,1104.3600000000001,1.0204870967741935
2010-07-28,1108.885,1.0204806451612902
2010-07-27,1115.365,1.0204741935483872
2010-07-26,1108.155,1.020467741935484
2010-07-23,1095.805,1.0204483870967742
2010-07-22,1084.8200000000002,1.020441935483871
2010-07-21,1077.105,1.0204354838709677
2010-07-20,1070.41,1.0204290322580645
2010-07-19,1067.905,1.0204225806451612
2010-07-16,1078.585,1.0204032258064517
2010-07-15,1089.595,1.0203967741935485
2010-07-14,1093.38,1.0203903225806452
2010-07-13,1090.055,1.020383870967742
2010-07-12,1075.615,1.0203774193548387
2010-07-09,1073.13,1.020358064516129
2010-07-08,1064.745,1.0203516129032257
2010-07-07,1044.7150000000001,1.0203451612903225
2010-07-06,1030.425,1.0203387096774192
2010-07-02,1024.44,1.0203129032258065
2010-07-01,1022.2449999999999,1.0203064516129032
2010-06-30,1038.205,1.0203
2010-06-29,1053.1399999999999,1.0202733333333334
2010-06-28,1077.025,1.0202466666666667
2010-06-25,1075.725,1.0201666666666667
2010-06-24,1081.2649999999999,1.02014
2010-06-23,1092.475,1.0201133333333334
2010-06-22,1106.3400000000001,1.0200866666666666
2010-06-21,1119.7350000000001,1.02006
2010-06-18,1117.47,1.0199799999999999
2010-06-17,1111.795,1.0199533333333333
2010-06-16,1112.935,1.0199266666666666
2010-06-15,1103.4,1.0199
2010-06-14,1097.47,1.0198733333333334
2010-06-11,1084.685,1.0197933333333333
2010-06-10,1073.31,1.0197666666666667
2010-06-09,1064.995,1.01974
2010-06-08,1052.66,1.0197133333333332
2010-06-07,1060.61,1.0196866666666666
2010-06-04,1079.4650000000001,1.0196066666666668
2010-06-03,1098.74,1.01958
2010-06-02,1085.295,1.0195533333333333
2010-06-01,1082.33,1.0195266666666667
2010-05-28,1093.685,1.0193838709677419
2010-05-27,1088.895,1.0193451612903226
2010-05-26,1078.17,1.0193064516129031
2010-05-25,1057.7649999999999,1.0192677419354839
2010-05-24,1081.325,1.0192290322580646
2010-05-21,1073.0300000000002,1.0191129032258064
2010-05-20,1089.46,1.0190741935483871
2010-05-19,1112.4650000000001,1.0190354838709677
2010-05-18,1132.93,1.0189967741935484
2010-05-17,1128.42,1.0189580645161291
2010-05-14,1141.665,1.018841935483871
2010-05-13,1164.855,1.0188032258064517
2010-05-12,1164.15,1.0187645161290322
2010-05-11,1159.095,1.018725806451613
2010-05-10,1143.06,1.0186870967741934
2010-05-07,1114.64,1.0185709677419355
2010-05-06,1116.685,1.0185322580645162
2010-05-05,1167.0500000000002,1.0184935483870967
2010-05-04,1182.81,1.0184548387096775
2010-05-03,1196.855,1.018416129032258
2010-04-30,1197.155,1.0183
2010-04-29,1201.33,1.0183233333333332
2010-04-28,1188.4299999999998,1.0183466666666667
2010-04-27,1196.5,1.01837
2010-04-26,1215.435,1.0183933333333333
2010-04-23,1211.19,1.0184633333333333
2010-04-22,1200.23,1.0184866666666668
2010-04-21,1204.92,1.01851
2010-04-20,1203.81,1.0185333333333333
2010-04-19,1190.775,1.0185566666666666
2010-04-16,1198.47,1.0186266666666666
2010-04-15,1211.21,1.01865
2010-04-14,1204.67,1.0186733333333333
2010-04-13,1193.9299999999998,1.0186966666666666
2010-04-12,1196.955,1.01872
2010-04-09,1190.9050000000002,1.01879
2010-04-08,1181.835,1.0188133333333333
2010-04-07,1183.425,1.0188366666666666
2010-04-06,1187.2849999999999,1.01886
2010-04-05,1183.22,1.0188833333333334
2010-04-01,1176.06,1.0189766666666666
2010-03-31,1170.165,1.019
2010-03-30,1173.375,1.019041935483871
2010-03-29,1171.28,1.019083870967742
2010-03-26,1167.705,1.0192096774193549
2010-03-25,1172.8899999999999,1.0192516129032259
2010-03-24,1169.525,1.0192935483870968
2010-03-23,1169.275,1.0193354838709678
2010-03-22,1160.35,1.0193774193548386
2010-03-19,1162.2649999999999,1.0195032258064516
2010-03-18,1164.4650000000001,1.0195451612903226
2010-03-17,1164.8899999999999,1.0195870967741936
2010-03-16,1155.315,1.0196290322580646
2010-03-15,1146.2150000000001,1.0196709677419356
2010-03-12,1150.19,1.0197967741935483
2010-03-11,1144.615,1.0198387096774193
2010-03-10,1144.175,1.0198806451612903
2010-03-09,1140.135,1.0199225806451613
2010-03-08,1138.9099999999999,1.0199645161290323
2010-03-05,1132.25,1.0200903225806452
2010-03-04,1120.1950000000002,1.0201322580645162
2010-03-03,1121.1100000000001,1.020174193548387
2010-03-02,1119.9850000000001,1.020216129032258
2010-03-01,1110.735,1.020258064516129
2010-02-26,1102.4,1.0202642857142856
2010-02-25,1094.76,1.0202464285714286
2010-02-24,1100.96,1.0202285714285715
2010-02-23,1100.38,1.0202107142857142
2010-02-22,1108.835,1.0201928571428571
2010-02-19,1106.6100000000001,1.0201392857142857
2010-02-18,1102.8600000000001,1.0201214285714286
2010-02-17,1097.875,1.0201035714285713
2010-02-16,1087.4,1.0200857142857143
2010-02-12,1070.3899999999999,1.0200142857142858
2010-02-11,1070.315,1.0199964285714285
2010-02-10,1066.505,1.0199785714285714
2010-02-09,1069.67,1.0199607142857143
2010-02-08,1063.855,1.019942857142857
2010-02-05,1055.815,1.0198892857142856
2010-02-04,1080.0149999999999,1.0198714285714285
2010-02-03,1098.345,1.0198535714285715
2010-02-02,1096.345,1.0198357142857142
2010-02-01,1081.6350000000002,1.019817857142857
2010-01-29,1084.02,1.0198258064516128
2010-01-28,1089.3400000000001,1.0198387096774193
2010-01-27,1091.31,1.0198516129032258
2010-01-26,1096.775,1.0198645161290323
2010-01-25,1097.685,1.0198774193548388
2010-01-22,1102.835,1.019916129032258
2010-01-21,1128.21,1.0199290322580645
2010-01-20,1138.6,1.019941935483871
2010-01-19,1143.1100000000001,1.0199548387096775
2010-01-15,1139.58,1.0200064516129033
2010-01-14,1147.105,1.0200193548387098
2010-01-13,1140.79,1.020032258064516
2010-01-12,1137.79,1.0200451612903225
2010-01-11,1145.88,1.020058064516129
2010-01-08,1140.805,1.0200967741935485
2010-01-07,1136.8899999999999,1.0201096774193548
2010-01-06,1136.5700000000002,1.0201225806451613
2010-01-05,1133.145,1.0201354838709678
2010-01-04,1125.215,1.0201483870967742
2009-12-31,1121.225,1.0202
2009-12-30,1124.18,1.020225806451613
2009-12-29,1128.23,1.0202516129032257
2009-12-28,1126.9450000000002,1.0202774193548387
2009-12-24,1123.78,1.0203806451612902
2009-12-23,1118.79,1.0204064516129032
2009-12-22,1117.3899999999999,1.0204322580645162
2009-12-21,1111.495,1.020458064516129
2009-12-18,1098.81,1.0205354838709677
2009-12-17,1101.12,1.0205612903225807
2009-12-16,1112.085,1.0205870967741935
2009-12-15,1109.73,1.0206129032258064
2009-12-14,1111.3,1.0206387096774194
2009-12-11,1104.92,1.0207161290322582
2009-12-10,1102.47,1.020741935483871
2009-12-09,1091.4650000000001,1.020767741935484
2009-12-08,1095.8249999999998,1.0207935483870967
2009-12-07,1105.775,1.0208193548387097
2009-12-04,1107.825,1.0208967741935484
2009-12-03,1108.01,1.0209225806451614
2009-12-02,1110.435,1.0209483870967742
2009-12-01,1105.585,1.0209741935483871
2009-11-30,1091.745,1.021
2009-11-27,1094.605,1.02109
2009-11-25,1107.9650000000001,1.02115
2009-11-24,1102.595,1.02118
2009-11-23,1103.62,1.02121
2009-11-20,1090.7350000000001,1.0213
2009-11-19,1097.42,1.02133
2009-11-18,1106.9,1.02136
2009-11-17,1106.355,1.02139
2009-11-16,1103.91,1.02142
2009-11-13,1091.56,1.02151
2009-11-12,1093.435,1.02154
2009-11-11,1099.59,1.02157
2009-11-10,1091.91,1.0216
2009-11-09,1082.75,1.02163
2009-11-06,1065.4,1.02172
2009-11-05,1056.975,1.02175
2009-11-04,1053.075,1.02178
2009-11-03,1040.15,1.02181
2009-11-02,1040.7800000000002,1.02184
2009-10-30,1049.395,1.021932258064516
2009-10-29,1055.26,1.0219645161290323
2009-10-28,1052.725,1.0219967741935483
2009-10-27,1066.55,1.0220290322580645
2009-10-26,1078.49,1.0220612903225808
2009-10-23,1085.6599999999999,1.022158064516129
2009-10-22,1084.76,1.0221903225806452
2009-10-21,1091.065,1.0222225806451612
2009-10-20,1092.4,1.0222548387096775
2009-10-19,1093.325,1.0222870967741935
2009-10-16,1088.1,1.022383870967742
2009-10-15,1091.4850000000001,1.022416129032258
2009-10-14,1085.9250000000002,1.0224483870967742
2009-10-13,1071.005,1.0224806451612902
2009-10-12,1075.545,1.0225129032258065
2009-10-09,1067.255,1.022609677419355
2009-10-08,1065.35,1.022641935483871
2009-10-07,1054.06,1.0226741935483872
2009-10-06,1051.2849999999999,1.0227064516129032
2009-10-05,1034.25,1.0227387096774194
2009-10-02,1025.275,1.0228354838709677
2009-10-01,1042.18,1.022867741935484
2009-09-30,1054.935,1.0229
2009-09-29,1063.725,1.0229433333333333
2009-09-28,1055.255,1.0229866666666667
2009-09-25,1047.3200000000002,1.0231166666666667
2009-09-24,1056.07,1.02316
2009-09-23,1070.27,1.0232033333333332
2009-09-22,1070.08,1.0232466666666666
2009-09-21,1062.37,1.02329
2009-09-18,1067.895,1.02342
2009-09-17,1067.9850000000001,1.0234633333333334
2009-09-16,1060.815,1.0235066666666666
2009-09-15,1049.73,1.02355
2009-09-14,1042.37,1.0235933333333334
2009-09-11,1043.29,1.0237233333333333
2009-09-10,1036.0900000000001,1.0237666666666667
2009-09-09,1030.155,1.02381
2009-09-08,1022.3699999999999,1.0238533333333333
2009-09-04,1009.065,1.0240266666666666
2009-09-03,997.8399999999999,1.02407
2009-09-02,996.155,1.0241133333333334
2009-09-01,1012.365,1.0241566666666666
2009-08-31,1019.915,1.0242
2009-08-28,1031.3,1.024441935483871
2009-08-27,1024.7649999999999,1.0245225806451612
2009-08-26,1027.02,1.0246032258064517
2009-08-25,1031.98,1.024683870967742
2009-08-24,1029.15,1.0247645161290322
2009-08-21,1018.3249999999999,1.0250064516129032
2009-08-20,1002.655,1.0250870967741936
2009-08-19,990.115,1.0251677419354839
2009-08-18,985.9100000000001,1.0252483870967741
2009-08-17,988.345,1.0253290322580646
2009-08-14,1003.6,1.0255709677419356
2009-08-13,1006.98,1.0256516129032258
2009-08-12,1003.0699999999999,1.025732258064516
2009-08-11,999.085,1.0258129032258065
2009-08-10,1005.5550000000001,1.0258935483870968
2009-08-07,1008.915,1.0261354838709678
2009-08-06,1000.245,1.026216129032258
2009-08-05,1000.4749999999999,1.0262967741935485
2009-08-04,1001.9,1.0263774193548387
2009-08-03,996.915,1.026458064516129
2009-07-31,988.015,1.0267
2009-07-30,986.345,1.0267290322580644
2009-07-29,973.2049999999999,1.026758064516129
2009-07-28,975.85,1.0267870967741934
2009-07-27,977.39,1.0268161290322582
2009-07-24,972.87,1.0269032258064517
2009-07-23,966.345,1.0269322580645162
2009-07-22,953.79,1.0269612903225807
2009-07-21,949.875,1.0269903225806452
2009-07-20,946.3050000000001,1.0270193548387097
2009-07-17,938.27,1.0271064516129031
2009-07-16,935.705,1.0271354838709676
2009-07-15,922.05,1.0271645161290324
2009-07-14,901.1700000000001,1.0271935483870969
2009-07-13,888.185,1.0272225806451614
2009-07-10,878.19,1.0273096774193549
2009-07-09,883.155,1.0273387096774194
2009-07-08,878.06,1.0273677419354839
2009-07-07,889.265,1.0273967741935484
2009-07-06,892.54,1.0274258064516129
2009-07-02,908.8299999999999,1.027541935483871
2009-07-01,926.37,1.0275709677419356
2009-06-30,921.435,1.0276
2009-06-29,922.085,1.0276466666666666
2009-06-26,917.515,1.0277866666666666
2009-06-25,908.845,1.0278333333333334
2009-06-24,903.5799999999999,1.02788
2009-06-23,893.7750000000001,1.0279266666666667
2009-06-22,905.585,1.0279733333333334
2009-06-19,921.4449999999999,1.0281133333333334
2009-06-18,914.935,1.02816
2009-06-17,911.11,1.0282066666666667
2009-06-16,919.8,1.0282533333333332
2009-06-15,931.05,1.0283
2009-06-12,940.98,1.02844
2009-06-11,947.635,1.0284866666666668
2009-06-10,938.87,1.0285333333333333
2009-06-09,941.535,1.02858
2009-06-08,936.385,1.0286266666666666
2009-06-05,942.9100000000001,1.0287666666666666
2009-06-04,935.895,1.0288133333333334
2009-06-03,933.1800000000001,1.02886
2009-06-02,943.9200000000001,1.0289066666666666
2009-06-01,935.515,1.0289533333333334
2009-05-29,911.79,1.0291612903225806
2009-05-28,898.5250000000001,1.0292419354838709
2009-05-27,902.855,1.0293225806451614
2009-05-26,896.61,1.0294032258064516
2009-05-22,890.2,1.0297258064516128
2009-05-21,890.015,1.0298064516129033
2009-05-20,912.985,1.0298870967741935
2009-05-19,910.8050000000001,1.0299677419354838
2009-05-18,898.0350000000001,1.0300483870967743
2009-05-15,887.955,1.0302903225806452
2009-05-14,890.44,1.0303709677419355
2009-05-13,894.0999999999999,1.0304516129032257
2009-05-12,906.0150000000001,1.0305322580645162
2009-05-11,915.835,1.0306129032258065
2009-05-08,919.5999999999999,1.0308548387096774
2009-05-07,915.47,1.0309354838709677
2009-05-06,912.115,1.0310161290322581
2009-05-05,902.52,1.0310967741935484
2009-05-04,893.53,1.0311774193548386
2009-05-01,873.29,1.0314193548387096
2009-04-30,878.605,1.0315
2009-04-29,869.4549999999999,1.03165
2009-04-28,855.8,1.0318
2009-04-27,861.74,1.03195
2009-04-24,862.855,1.0324
2009-04-23,844.1600000000001,1.03255
2009-04-22,851.175,1.0327
2009-04-21,838.46,1.03285
2009-04-20,850.3299999999999,1.033
2009-04-17,868.25,1.03345
2009-04-16,858.6949999999999,1.0336
2009-04-15,844.255,1.03375
2009-04-14,848.565,1.0339
2009-04-13,854.8299999999999,1.03405
2009-04-09,843.0999999999999,1.03465
2009-04-08,821.63,1.0348
2009-04-07,824.325,1.03495
2009-04-06,831.27,1.0351
2009-04-03,834.6,1.03555
2009-04-02,830.0699999999999,1.0357
2009-04-01,798.47,1.03585
2009-03-31,800.6800000000001,1.036
2009-03-30,794.44,1.0359451612903225
2009-03-27,821.055,1.0357806451612903
2009-03-26,823.52,1.0357258064516128
2009-03-25,809.075,1.0356709677419356
2009-03-24,814.565,1.035616129032258
2009-03-23,797.8399999999999,1.0355612903225806
2009-03-20,777.5550000000001,1.0353967741935484
2009-03-19,792.53,1.0353419354838709
2009-03-18,784.3399999999999,1.0352870967741936
2009-03-17,764.025,1.0352322580645161
2009-03-16,763.95,1.0351774193548386
2009-03-13,750.375,1.0350129032258064
2009-03-12,733.6949999999999,1.034958064516129
2009-03-11,722.885,1.0349032258064517
2009-03-10,699.44,1.0348483870967742
2009-03-09,684.075,1.0347935483870967
2009-03-06,682.94,1.0346290322580645
2009-03-05,693.0999999999999,1.0345741935483872
2009-03-04,711.36,1.0345193548387097
2009-03-03,701.9849999999999,1.0344645161290322
2009-03-02,714.635,1.0344096774193547
2009-02-27,742.895,1.0342321428571428
2009-02-26,765.585,1.0341642857142856
2009-02-25,766.505,1.0340964285714285
2009-02-24,760.09,1.0340285714285715
2009-02-23,760.11,1.0339607142857143
2009-02-20,766.47,1.0337571428571428
2009-02-19,787.3050000000001,1.0336892857142856
2009-02-18,788.3,1.0336214285714285
2009-02-17,803.89,1.0335535714285715
2009-02-13,832.3199999999999,1.0332821428571428
2009-02-12,821.77,1.0332142857142856
2009-02-11,830.26,1.0331464285714285
2009-02-10,845.52,1.0330785714285715
2009-02-09,868.3299999999999,1.0330107142857143
2009-02-06,858.085,1.0328071428571428
2009-02-05,835.23,1.0327392857142856
2009-02-04,840.515,1.0326714285714287
2009-02-03,832.29,1.0326035714285715
2009-02-02,821.825,1.0325357142857143
2009-01-30,836.665,1.0323967741935485
2009-01-29,856.52,1.0323935483870967
2009-01-28,861.7950000000001,1.0323903225806452
2009-01-27,842.925,1.0323870967741935
2009-01-26,840.11,1.032383870967742
2009-01-23,822.34,1.032374193548387
2009-01-22,825.515,1.0323709677419355
2009-01-21,823.01,1.032367741935484
2009-01-20,827.0550000000001,1.0323645161290322
2009-01-16,844.395,1.0323516129032257
2009-01-15,834.315,1.0323483870967742
2009-01-14,852.105,1.0323451612903225
2009-01-13,869.52,1.032341935483871
2009-01-12,877.36,1.0323387096774193
2009-01-09,900.1199999999999,1.0323290322580645
2009-01-08,903.405,1.032325806451613
2009-01-07,914.9100000000001,1.0323225806451612
2009-01-06,935.565,1.0323193548387097
2009-01-05,928.0799999999999,1.032316129032258
2009-01-02,917.04,1.0323064516129032
2008-12-31,899.995,1.0323
2008-12-30,880.85,1.0323
2008-12-29,865.385,1.0323
2008-12-26,870.13,1.0323
2008-12-24,865.615,1.0323
2008-12-23,870.27,1.0323
2008-12-22,872.23,1.0323
2008-12-19,894.245,1.0323
2008-12-18,894.23,1.0323
2008-12-17,907.395,1.0323
2008-12-16,893.095,1.0323
2008-12-15,871.175,1.0323
2008-12-12,867.2950000000001,1.0323
2008-12-11,886.6800000000001,1.0323
2008-12-10,896.86,1.0323
2008-12-09,900.8199999999999,1.0323
2008-12-08,900.6400000000001,1.0323
2008-12-05,848.915,1.0323
2008-12-04,854.6,1.0323
2008-12-03,850.36,1.0323
2008-12-02,834.24,1.0323
2008-12-01,852.1500000000001,1.0323
2008-11-28,888.73,1.03212
2008-11-26,864.525,1.03194
2008-11-25,851.965,1.03185
2008-11-24,833.4000000000001,1.03176
2008-11-21,771.11,1.03149
2008-11-20,784.15,1.0314
2008-11-19,835.375,1.03131
2008-11-18,846.37,1.03122
2008-11-17,865.635,1.03113
2008-11-14,893.38,1.03086
2008-11-13,865.85,1.03077
2008-11-12,871.935,1.03068
2008-11-11,901.025,1.03059
2008-11-10,929.71,1.0305
2008-11-07,919.1800000000001,1.03023
2008-11-06,926.065,1.03014
2008-11-05,975.85,1.03005
2008-11-04,989.41,1.02996
2008-11-03,967.195,1.02987
2008-10-31,964.485,1.0296
2008-10-30,945.865,1.0294096774193549
2008-10-29,946.115,1.0292193548387096
2008-10-28,892.89,1.0290290322580644
2008-10-27,870.265,1.0288387096774194
2008-10-24,874.575,1.0282677419354838
2008-10-23,890.635,1.0280774193548388
2008-10-22,913.74,1.0278870967741935
2008-10-21,968.955,1.0276967741935483
2008-10-20,964.4549999999999,1.0275064516129033
2008-10-17,951.69,1.0269354838709677
2008-10-16,906.77,1.0267451612903227
2008-10-15,949.2950000000001,1.0265548387096775
2008-10-14,1008.19,1.0263645161290322
2008-10-13,959.8399999999999,1.026174193548387
2008-10-10,888.0799999999999,1.0256032258064516
2008-10-09,957.22,1.0254129032258064
2008-10-08,996.015,1.0252225806451614
2008-10-07,1034.5700000000002,1.0250322580645161
2008-10-06,1052.7649999999999,1.024841935483871
2008-10-03,1125.98,1.0242709677419355
2008-10-02,1136.035,1.0240806451612903
2008-10-01,1153.9,1.023890322580645
2008-09-30,1140.905,1.0237
2008-09-29,1157.745,1.02366
2008-09-26,1201.655,1.02354
2008-09-25,1203.9499999999998,1.0235
2008-09-24,1188.6,1.02346
2008-09-23,1204.105,1.02342
2008-09-22,1230.4899999999998,1.02338
2008-09-19,1239.1149999999998,1.02326
2008-09-18,1172.3200000000002,1.02322
2008-09-17,1183.1100000000001,1.02318
2008-09-16,1192.06,1.02314
2008-09-15,1221.81,1.0231
2008-09-12,1244.4499999999998,1.02298
2008-09-11,1230.76,1.02294
2008-09-10,1232.75,1.0229
2008-09-09,1246.585,1.02286
2008-09-08,1260.77,1.02282
2008-09-05,1231.085,1.0227
2008-09-04,1252.315,1.02266
2008-09-03,1273.0949999999998,1.02262
2008-09-02,1287.62,1.02258
2008-08-29,1290.165,1.022525806451613
2008-08-28,1292.2350000000001,1.0225387096774194
2008-08-27,1277.54,1.0225516129032257
2008-08-26,1269.43,1.0225645161290322
2008-08-25,1277.67,1.0225774193548387
2008-08-22,1285.34,1.022616129032258
2008-08-21,1273.31,1.0226290322580645
2008-08-20,1268.585,1.022641935483871
2008-08-19,1269.88,1.0226548387096774
2008-08-18,1287.365,1.022667741935484
2008-08-15,1296.395,1.0227064516129032
2008-08-14,1288.475,1.0227193548387097
2008-08-13,1284.445,1.0227322580645162
2008-08-12,1295.2150000000001,1.0227451612903227
2008-08-11,1302.2800000000002,1.022758064516129
2008-08-08,1279.98,1.0227967741935484
2008-08-07,1275.4,1.022809677419355
2008-08-06,1283.835,1.0228225806451612
2008-08-05,1269.775,1.0228354838709677
2008-08-04,1253.97,1.0228483870967742
2008-08-01,1262.53,1.0228870967741936
2008-07-31,1275.45,1.0229
2008-07-30,1274.425,1.022851612903226
2008-07-29,1249.79,1.0228032258064517
2008-07-28,1247.23,1.0227548387096774
2008-07-25,1257.49,1.022609677419355
2008-07-24,1267.35,1.0225612903225807
2008-07-23,1283.615,1.0225129032258065
2008-07-22,1263.125,1.0224645161290322
2008-07-21,1261.72,1.022416129032258
2008-07-18,1257.02,1.0222709677419355
2008-07-17,1251.9,1.0222225806451612
2008-07-16,1228.455,1.022174193548387
2008-07-15,1217.395,1.022125806451613
2008-07-14,1239.255,1.0220774193548388
2008-07-11,1241.31,1.021932258064516
2008-07-10,1247.205,1.021883870967742
2008-07-09,1260.965,1.0218354838709678
2008-07-08,1258.505,1.0217870967741935
2008-07-07,1257.315,1.0217387096774193
2008-07-03,1261.745,1.0215451612903226
2008-07-02,1276.8400000000001,1.0214967741935483
2008-07-01,1272.995,1.021448387096774
2008-06-30,1282.585,1.0214
2008-06-27,1280.725,1.0213
2008-06-26,1299.72,1.0212666666666668
2008-06-25,1325.085,1.0212333333333334
2008-06-24,1315.22,1.0212
2008-06-23,1319.545,1.0211666666666668
2008-06-20,1327.74,1.0210666666666666
2008-06-19,1339.08,1.0210333333333332
2008-06-18,1341.495,1.021
2008-06-17,1358.565,1.0209666666666666
2008-06-16,1358.385,1.0209333333333332
2008-06-13,1350.87,1.0208333333333333
2008-06-12,1342.1599999999999,1.0208
2008-06-11,1346.28,1.0207666666666666
2008-06-10,1359.1999999999998,1.0207333333333333
2008-06-09,1360.625,1.0207
2008-06-06,1379.98,1.0206
2008-06-05,1390.7649999999999,1.0205666666666666
2008-06-04,1379.96,1.0205333333333333
2008-06-03,1381.62,1.0205
2008-06-02,1388.705,1.0204666666666666
2008-05-30,1401.27,1.0204129032258065
2008-05-29,1397.455,1.020425806451613
2008-05-28,1384.705,1.0204387096774195
2008-05-27,1380.2350000000001,1.0204516129032257
2008-05-23,1382.96,1.0205032258064517
2008-05-22,1394.65,1.020516129032258
2008-05-21,1403.965,1.0205290322580645
2008-05-20,1416.79,1.020541935483871
2008-05-19,1430.935,1.0205548387096774
2008-05-16,1420.085,1.0205935483870967
2008-05-15,1415.635,1.0206064516129032
2008-05-14,1412.92,1.0206193548387097
2008-05-13,1401.28,1.0206322580645162
2008-05-12,1395.13,1.0206451612903227
2008-05-09,1389.505,1.020683870967742
2008-05-08,1395.87,1.0206967741935484
2008-05-07,1405.35,1.020709677419355
2008-05-06,1409.335,1.0207225806451612
2008-05-05,1409.855,1.0207354838709677
2008-05-02,1414.4850000000001,1.0207741935483872
2008-05-01,1396.57,1.0207870967741934
2008-04-30,1394.4099999999999,1.0208
2008-04-29,1391.85,1.0208233333333334
2008-04-28,1398.65,1.0208466666666667
2008-04-25,1389.545,1.0209166666666667
2008-04-24,1384.405,1.02094
2008-04-23,1380.0549999999998,1.0209633333333334
2008-04-22,1378.135,1.0209866666666667
2008-04-21,1384.74,1.02101
2008-04-18,1382.45,1.02108
2008-04-17,1362.925,1.0211033333333333
2008-04-16,1351.255,1.0211266666666667
2008-04-15,1331.0349999999999,1.02115
2008-04-14,1330.9,1.0211733333333333
2008-04-11,1344.595,1.0212433333333333
2008-04-10,1358.675,1.0212666666666668
2008-04-09,1359.18,1.02129
2008-04-08,1365.3899999999999,1.0213133333333333
2008-04-07,1377.88,1.0213366666666666
2008-04-04,1371.87,1.0214066666666666
2008-04-03,1367.17,1.02143
2008-04-02,1369.75,1.0214533333333333
2008-04-01,1348.295,1.0214766666666666
2008-03-31,1320.665,1.0215
